,sentence,scope
808,i want to schedule a pto request on march 1-2,ins
809,"between october 7th and october 10th, i'd like for there to be a pto request for me",ins
810,i need a pto request for the dates jan 15th to jan 20th,ins
811,let's do a personal pto request for the dates may 12th to may 15th,ins
812,can you set up a pto request for me for march 20th to april 12th,ins
813,i'd like for their to be a pto request for me made for the dates june 4th to june 8th,ins
814,i'd like to go on vacation,ins
815,create a pto request for march 21st to march 26th,ins
816,i need to put in a pto request from the 8th to the 17th of january,ins
817,can you put in a pto request for the 5th of june to june 8th,ins
818,"from december 22nd to the 25th, make me a pto request",ins
819,i need a pto request put in for the weekend of june 1st to june 2nd,ins
820,how do i schedule vacation days,ins
821,put in a pto request for march 4 to march 6,ins
822,i need to put in a pto request for march 4 to march 6,ins
823,how do i use my vacation days,ins
824,how do i put in for vacation,ins
825,how can i schedule a vacation request,ins
826,can you put in a pto request for march 4 to march 6 for me,ins
827,put in for time off march 4 to march 6,ins
828,where do i make a vacation request,ins
829,can i take pto form march 4 to march 6,ins
830,may i take a pto on february 7 and 8,ins
831,please tell me how to submit a vacation request,ins
832,"can i take a pto for two days, starting on february 7",ins
833,i would like to know how to make a vacation request,ins
834,please tell me how to go about asking for a vacation,ins
835,can you tell me how to make a vacation request,ins
836,i would like to request a pto on february 7 and 8,ins
837,i would like to take a paid time off for february 7 and 8,ins
838,would you be able to tell me how to make a vacation request,ins
839,"is it possible for me to take a pto for two days, starting february 7",ins
840,i want to put in a request for pto from may 5 to may 12,ins
841,i want you to make me a pto request for me for april twenty through may two,ins
842,i want to request pto from november 7 to 11,ins
843,how can i request a vacation from work,ins
844,how do i request vacation time,ins
845,what do i need to do to request vacation time off,ins
846,can you put in a pto request for me for july second and third,ins
847,what do i need to do if i want to ask for vacation time,ins
848,put in a pto request for me i want it for the ninth and the tenth of august,ins
849,how do i ask to have a vacation,ins
850,can you schedule a vacation for next week,ins
851,i'd like to make a vacation request,ins
852,what do i do to request a vacation,ins
853,how can i make a vacation request,ins
854,how do i book a vacation,ins
855,what is the process for requesting a vacation,ins
856,"i want to schedule a vacation, can i request that through you",ins
857,can i put in a vacation request with you,ins
858,"i need to set up a vacation request, what do i need to give you",ins
859,"i need to take some time off, can i have the next week off",ins
860,what do i need to make a vacation request with you,ins
861,i need a pto request for march 3rd and 4th,ins
862,would it be possible to make a pto request for january 15th and 16th,ins
863,please put in a pto request for june 5th and 6th,ins
864,set a pto request for april 1st and 2nd,ins
865,i would like to make a pto request for july 17th and 18th,ins
866,submit a request for pto for the dates may 5th to the 12th,ins
867,please place a pto request for february 18th to the february 25th,ins
868,i would like you put in a pto request for the dates july 4th to the 8th,ins
869,i need to submit a request for pto for june 12th to june 14th,ins
870,can you put in a pto request for march 7th to the 9th,ins
871,i'd like to take a vacation day from 2/24 to 2/25,ins
872,i'd like to schedule some pto from 2/22 to 2/25,ins
873,make a pto request from april 2 to april 4,ins
874,request pto from march 8th until march 11th,ins
875,please request pto for me from march 3rd to march 7th,ins
876,could you submit a pto request for me from dates oct thirty to nov second,ins
877,"could you submit a pto request for me from dates mar 3 to 9, please",ins
878,"could you submit a pto request for me for dates april 21 to 30, please",ins
879,"can you submit a pto request for me from dates nov 2 to 10, please",ins
880,could you submit a pto request for me for dates june 11 to 14,ins
881,please make a pto request for me from dates jan 21 to begininning of february,ins
882,please make a pto request for dates tomorrow to the twentieth,ins
883,please make a pto request from dates september 1 to 15,ins
884,make a pto request for dates november 11 to black friday,ins
885,make a pto request from dates may 3 to 9,ins
886,i want to put in a pto request for march 1-8,ins
887,how can i go about requesting a vacation,ins
888,can you put in a pto request for me from march 1-7,ins
889,please assist me by making a pto request for march 11-18,ins
890,would i be able to put in a pto request for march 21-26,ins
891,create for me a pto request for march 16-21,ins
892,what steps should i take if i want to request vacation,ins
893,tell me how to request vacation,ins
894,i'm intereted in requesting pto from april 1-5,ins
895,i need help making a pto request for march 3-10,ins
896,am i able to place a pto request for february 20-25,ins
897,can i request pto from march 9-16,ins
898,what is the protocol for requesting a vacation,ins
899,i want help making a pto request for february 22-27,ins
900,what steps should i take to improve my credit score,ins
901,give me a recommendation to improve my credit score,ins
902,what can i do to raise my credit score,ins
903,steps to raise my credit score,ins
904,is there a quick way to improve my credit score,ins
905,what are ways to improve my credit,ins
906,how to keep my credit score from going down,ins
907,what are some ways to increase my credit,ins
908,what can i do to keep my score from dropping,ins
909,how do i build my credit score,ins
910,how can i build my credit,ins
911,what are ways to improve my credit score,ins
912,"i want to keep my credit score from going down, how do i do that",ins
913,what can i do to improve my credit score,ins
914,how can i keep my credit score from going down,ins
915,how can i improve my credit score,ins
916,how do i keep my credit score from dropping,ins
917,how to improve my credit score,ins
918,what are some way s i can do to improe my credit score,ins
919,how to keep my credit up,ins
920,how to keep my credit from dropping,ins
921,"i want to keep my credit from going down, how do i do this",ins
922,my credit is going down what should i do,ins
923,how do i maintain my credit score,ins
924,how can i build credit,ins
925,how do i keep good credit,ins
926,what are ways to build credit,ins
927,how to build up my credit score,ins
928,what can i do to keep my credit in good standing,ins
929,how do i keep my credit from lowering,ins
930,give me some ways to build my credit score,ins
931,what can i do to maintain good credit,ins
932,can you tell me some tricks and tips i can use to see an increase in my credit score,ins
933,are there ways for me to make my credit score better,ins
934,i need a list of different methods for building my credit score,ins
935,what are some of the ways that i can see an improvement in my credit score,ins
936,what methods can i use to improve my credit score,ins
937,what are some tips to build my credit score,ins
938,help me build my credit score by showing me some ways on how to,ins
939,show me some ways to build my credit score,ins
940,what are the best ways to build my credit score,ins
941,what are some steps to building my credit score,ins
942,will doing this hurt my credit score,ins
943,tell me all the ways my credit score can get hurt,ins
944,i'm not sure if this will hurt my credit score,ins
